id,loan_amnt,funded_amnt,int_rate,installment,total_pymnt,issue_date,loan_status,term,verification_status,addr_state
65675552,24000,24000,28,743,1420,11,1,36,1,2
65676096,16000,16000,17,405,389,11,1,60,1,3
65676792,21000,21000,28,632,630,12,1,60,0,1
65676912,15000,15000,28,457,447,11,1,60,0,1
65677312,34500,34500,21,952,34524,11,1,60,1,1
65677416,9000,9000,28,289,0,12,1,36,0,1
65682200,30000,30000,28,1372,969,11,1,36,1,1
65682328,15000,15000,28,502,491,12,1,36,1,1
65682504,7500,7500,28,239,41913,11,1,36,1,1
65682632,2000,2000,28,62,123,11,1,36,0,1
65683016,35000,35000,28,1115,1097,12,1,36,1,1
65683240,9000,9000,28,278,278,11,1,36,1,1
65683472,7150,7150,16,253,41913,12,1,36,1,1
65683736,20000,1000,28,645,700,11,1,36,1,2
65684680,10000,10000,13,228,221,11,1,60,1,1
65685028,24000,1000,28,527,497,11,1,60,1,1
65686164,20000,20000,28,510,489,11,1,60,0,1
65687252,19325,19325,28,642,616,11,0,36,0,1
65691332,20000,20000,13,461,446,11,1,60,1,2
65692228,24350,24350,28,815,798,11,1,36,1,2
65692496,15000,15000,28,494,41913,11,1,36,0,1
65692572,13000,13000,28,264,41913,11,1,60,0,1
65693744,7200,7200,28,237,232,11,1,36,1,1
65693872,7000,1000,28,230,226,11,1,36,1,1
65694540,21000,21000,28,677,665,12,1,36,1,1
65694872,5000,5000,28,161,155,11,1,36,1,3
65695448,10000,10000,14,235,227,12,1,60,1,0
65695508,25550,25550,17,918,1628,11,1,36,0,0
65695752,25000,25000,28,774,749,11,1,36,1,1
65696488,3000,3000,28,95,93,11,1,36,1,1
65696644,20000,20000,28,669,641,12,1,36,1,1
65696960,10000,10000,28,318,311,11,1,36,1,2
65697520,10000,10000,17,253,243,11,1,60,1,1
65701908,12000,12000,19,317,622,11,1,60,1,4
65702416,20000,20000,28,398,780,11,1,60,1,3
65702992,8000,8000,28,251,247,0,1,36,1,3
65703852,7000,7000,16,249,233,11,1,36,1,1
65704116,5000,5000,28,161,157,11,1,36,0,1
65705104,10000,10000,28,314,300,11,1,36,1,1
65706640,25000,25000,28,774,754,0,1,36,0,1
65706656,15000,15000,28,451,478,12,0,36,0,1
65712264,12000,12000,28,395,776,11,1,36,0,1
65712272,19800,19800,16,491,473,11,1,60,1,0
65712836,17350,17350,28,442,849,11,1,60,1,1
65713360,20300,20300,28,443,0,12,1,60,0,1
65717376,20000,20000,28,628,619,12,1,36,1,1
65717592,16000,16000,28,500,483,11,1,36,1,1
65721568,20000,20000,28,628,678,11,1,36,1,1
65721632,10000,10000,28,204,199,12,1,60,1,1
65721796,15000,15000,28,494,532,11,1,36,1,1
65722264,12000,12000,28,371,362,12,1,36,0,1
65722320,16000,16000,28,527,502,11,1,36,1,1
65722436,10000,10000,28,318,306,11,1,36,1,1
65722764,27600,27600,20,746,682,11,1,60,1,1
65722972,11000,11000,28,360,706,11,1,36,1,3
65723572,6000,6000,28,197,194,11,1,36,1,1
65724856,5000,5000,28,166,41913,12,1,36,1,1
65725348,14425,14425,28,367,684,11,0,60,1,1
65725632,22000,22000,28,748,714,11,1,36,1,1
65725760,10000,10000,28,327,321,12,1,60,1,4
65726160,16000,16000,28,338,329,12,1,60,0,3
65726764,7000,7000,28,219,215,12,1,36,0,3
65727268,8000,8000,28,260,251,12,1,36,1,3
65727484,24000,24000,28,521,507,11,1,60,1,1
65732236,12000,12000,28,266,250,12,1,60,1,1
65732460,10000,10000,28,199,390,11,1,60,0,1
65732748,11200,11200,17,283,544,11,1,60,1,1
65732976,22000,22000,28,489,475,11,1,60,0,1
65733300,15000,15000,28,329,611,11,1,60,0,1
65733808,20000,20000,17,506,466,11,1,60,1,3
65733832,11000,11000,28,280,258,11,1,60,1,1
65734896,27000,27000,16,962,937,0,1,36,1,3
65735056,35000,1000,13,799,773,12,1,60,0,2
65735216,10375,10375,17,374,353,12,1,36,1,1
65736704,18100,18100,16,445,412,11,1,60,1,1
65736776,20000,20000,14,468,452,11,1,60,0,1
65737584,20600,20600,28,458,444,12,1,60,1,1
65741404,25000,25000,28,824,1632,11,1,36,1,1
65741484,35000,35000,18,898,862,11,1,60,1,1
65741552,6000,6000,28,180,359,11,1,36,0,1
65742192,6300,6300,28,200,216,0,1,36,1,1
65742236,20000,20000,28,1372,646,12,1,36,1,1
65743192,15000,15000,14,351,333,11,1,60,0,1
65743216,32000,32000,13,739,714,11,1,60,1,1
65743808,12000,1000,28,361,368,11,1,36,0,1
65744200,9725,9725,23,381,368,11,1,36,1,1
65745264,7200,7200,28,235,231,12,1,36,1,3
65746876,24000,24000,19,635,1098,11,1,60,1,2
65747568,12000,12000,28,361,996,11,1,36,1,1
65751472,30000,30000,28,668,648,0,1,60,1,1
65751768,8650,8650,28,285,564,11,1,36,1,1
65754184,5000,5000,28,157,41913,11,1,36,1,3
65754364,12900,12900,17,463,438,11,1,36,1,1
65754392,7800,7800,28,1372,254,11,1,36,1,2
65754756,35000,35000,15,840,765,11,1,60,1,1
65755284,6500,6500,28,207,203,11,1,36,1,1
65755792,4800,4800,13,163,156,12,1,36,1,3
65757264,22400,22400,28,700,690,11,1,36,1,1
65757360,35000,4800,14,165,161,12,1,36,1,1
65762000,20000,20000,28,637,627,12,1,36,1,1
65762588,9975,9975,28,1372,317,11,1,36,0,1
65766344,11200,11200,28,366,359,11,1,36,1,1
65771224,35000,9600,28,302,264,12,1,36,1,1
65771256,24000,24000,16,596,573,12,1,60,0,1
65772092,20600,20600,14,707,674,11,1,36,1,1
65772328,9000,9000,28,286,41913,11,1,36,1,4
65772392,24000,24000,13,548,1061,11,1,60,1,1
65772512,9600,9600,28,309,299,11,1,36,1,3
65773372,35000,35000,28,789,764,11,1,60,1,2
65774448,21625,21625,28,670,652,12,1,36,0,2
65774496,7000,7000,28,225,221,12,1,36,1,4
65775448,20000,20000,28,654,642,12,1,36,1,1
65775524,10000,10000,13,228,217,11,1,60,0,3
65775888,16450,16450,18,598,556,11,1,36,1,2
65776156,16550,16550,13,559,546,12,1,36,0,2
65776960,3275,3275,28,118,112,0,1,36,0,1
65777472,18000,18000,13,411,398,11,1,60,0,1
65782084,11200,11200,14,384,433,0,1,36,0,3
65782672,7000,7000,28,225,443,11,1,36,1,0
65782976,15000,15000,28,469,502,11,1,36,1,1
65784176,21225,21225,14,499,482,12,1,60,1,1
65784336,8250,8250,28,263,273,12,1,36,1,4
65784728,20000,20000,28,424,413,11,1,60,0,1
65785860,9700,9700,28,327,309,11,1,36,1,1
65785888,15000,15000,28,1372,332,11,1,60,0,1
65786196,18000,18000,28,593,582,12,1,36,1,1
65786284,8000,8000,28,251,244,11,1,36,1,2
65786648,7800,7800,16,276,290,12,1,36,1,1
65787016,23750,23750,19,629,602,11,1,60,1,1
65792016,14400,14400,17,362,41913,11,1,60,1,3
65792176,24000,1000,28,750,724,11,1,36,1,1
65792736,27000,27000,28,824,814,11,1,36,0,2
65793168,35000,12000,28,258,0,12,1,60,0,2
65793312,35000,20000,13,461,893,11,1,60,0,3
65793864,15000,15000,28,478,41913,12,1,36,1,1
65793920,1450,1450,13,49,47,12,1,60,1,2
65795232,11200,11200,28,375,41913,11,1,36,1,1
65796136,14400,14400,28,464,456,12,1,36,1,1
65796228,7000,7000,28,219,211,11,1,60,1,1
65796496,10000,10000,28,203,194,11,1,60,0,1
65797304,14000,14000,28,394,358,12,1,60,1,1
65801332,10000,10000,28,318,313,12,1,36,1,3
65802508,20950,20950,13,483,951,11,1,60,0,1
65802884,10500,10500,14,246,237,11,1,60,1,2
65803256,14000,14000,28,438,425,11,1,36,0,4
65803472,5000,5000,28,161,155,12,1,36,1,3
65803760,15000,15000,15,523,510,11,1,36,1,1
65803772,14000,14000,28,446,439,11,1,36,1,1
65804940,34000,34000,28,722,684,11,1,60,1,1
65804960,3200,3200,28,102,99,11,1,36,0,3
65805228,28000,28000,28,570,557,11,1,60,0,1
65806032,35000,15000,28,326,303,11,1,60,1,2
65807336,8800,8800,28,265,262,11,1,36,1,0
65811172,5000,5000,28,156,310,11,1,36,0,4
65812048,4400,4400,16,156,305,11,1,36,1,3
65812344,1000,1000,13,34,41913,11,1,36,1,3
65812688,12000,12000,28,392,770,0,1,36,1,1
65813184,12000,12000,28,274,265,11,1,60,0,2
65813436,17275,17275,23,496,0,12,1,60,1,3
65813520,35000,12000,28,369,360,11,1,36,0,3
65814812,12800,12800,14,300,279,11,1,60,1,0
65815104,12000,12000,13,1372,265,11,1,60,0,1
65816528,35000,35000,28,1095,1064,11,1,36,1,1
65816720,10000,10000,28,301,298,12,1,36,1,1
65821236,5775,5775,28,209,412,11,1,36,1,1
65821584,30000,30000,28,765,704,11,1,60,1,1
65821616,10000,10000,28,1372,336,11,1,36,1,1
65821844,35000,15000,28,462,471,11,1,36,0,1
65823296,35000,35000,28,1372,1097,12,1,36,1,1
65823864,12000,12000,28,387,380,11,1,36,1,4
65823872,10000,10000,28,314,305,11,1,36,1,3
65824172,5000,5000,28,166,41913,12,1,36,0,1
65824264,18000,18000,16,443,41913,11,1,60,0,1
65825284,7225,1000,13,245,251,11,1,36,1,1
65825888,30000,30000,13,692,647,11,1,60,1,1
65826128,2500,2500,13,85,2500,11,1,36,1,1
65826872,15000,15000,28,334,324,11,1,60,0,1
65826956,9000,9000,28,281,277,11,1,36,1,1
65827220,24000,24000,28,750,729,12,1,36,1,1
65827492,15600,15600,13,356,327,11,1,60,0,1
65831488,35000,35000,28,754,0,12,1,60,1,1
65831808,35000,35000,28,892,963,0,1,60,1,3
65831892,10050,10050,18,368,726,0,1,36,1,1
65832508,19925,19925,28,656,644,12,1,36,1,1
65832928,15000,15000,16,369,341,12,1,60,0,3
65832948,9600,9600,28,319,306,11,1,36,1,1
65833108,12000,12000,13,408,798,11,1,36,1,1
65833204,10000,10000,15,240,41913,11,1,60,1,3
65835924,18000,18000,15,627,1194,11,1,36,1,3
65835984,25000,25000,28,505,478,11,1,60,0,1
65836856,25000,25000,24,733,785,12,1,60,1,3
65837332,20000,20000,13,461,41913,12,1,60,0,1
65843336,21000,21000,28,452,428,12,1,60,1,1
65843548,15000,15000,28,488,470,12,1,60,1,1
65844036,13000,13000,28,435,417,12,1,36,0,1
65844376,35000,25000,13,844,0,12,1,36,1,1
65854616,15000,15000,15,360,347,12,1,60,0,1
65854688,23350,23350,28,595,0,12,1,60,1,3
65855480,10000,10000,13,230,223,12,1,60,1,1
65864476,18150,18150,21,693,670,12,1,36,0,2
65864480,15000,15000,16,531,496,11,1,36,0,2
65865040,23000,23000,28,692,730,12,1,36,1,2
65865100,10500,10500,28,348,10504,12,1,36,0,1
65865276,35000,12000,28,375,370,12,1,36,1,2
65865596,27000,27000,21,745,926,12,1,60,1,1
65866136,15000,15000,28,488,466,12,1,36,1,1
65866576,22000,22000,28,716,690,12,1,36,1,3
65874208,16000,16000,28,338,329,12,1,60,1,1
65874260,20000,20000,28,643,632,12,1,36,1,1
65874992,22750,22750,13,1372,751,12,1,36,1,1
65875860,25600,1000,21,977,946,12,1,36,1,1
65876900,20000,20000,13,461,446,12,1,60,0,3
65884604,4200,4200,28,137,135,12,0,36,0,3
65884944,12000,12000,28,361,357,12,1,36,0,1
65885308,18000,18000,28,578,617,12,1,36,0,1
65894156,15000,15000,28,312,320,11,1,60,0,1
65894228,10000,10000,28,321,41913,12,1,36,1,1
65894440,15000,15000,28,502,539,12,1,36,1,1
65895020,15000,15000,13,346,41913,11,1,60,1,1
65895640,15000,15000,28,451,447,11,1,36,0,3
65895916,35000,35000,28,1115,1080,12,1,36,0,1
65896552,10000,10000,13,340,332,12,1,36,1,1
65896612,15600,15600,13,356,344,12,1,60,1,2
65904840,10000,10000,28,315,310,12,1,36,1,1
65906344,28000,28000,28,863,852,12,1,36,1,0
65914172,7800,7800,15,271,0,0,1,36,1,3
65914416,30000,30000,28,625,724,12,1,60,1,2
65914772,6000,6000,28,195,191,12,1,36,1,1
65915672,15000,15000,28,488,461,12,1,36,1,3
65916336,35000,20400,14,479,446,12,1,60,1,1
65916412,6000,6000,28,189,190,12,1,36,0,1
65916572,35000,35000,28,892,857,12,1,60,1,1
65924628,2950,2950,13,99,97,12,1,36,0,1
65925448,35000,2000,28,66,65,12,1,36,1,1
65925728,35000,35000,16,869,1001,12,1,60,1,1
65925804,12000,12000,28,270,253,12,1,60,0,1
65926528,20000,20000,18,513,472,12,1,60,1,1
65926640,2500,2500,28,78,76,12,1,36,1,1
65926656,23000,23000,28,470,459,12,1,60,1,1
65926924,4200,1000,28,131,129,12,1,36,1,1
65926972,20000,20000,13,680,649,0,1,36,1,1
65934432,22000,22000,17,553,22013,12,1,60,0,3
65934972,15000,15000,28,472,465,12,1,36,1,1
65935048,5000,5000,28,162,156,12,1,36,1,1
65935480,9000,9000,28,295,284,12,1,36,1,2
65936080,4800,4800,28,154,149,12,1,36,0,0
65936436,26500,26500,28,960,933,12,1,36,1,1
65936952,35000,35000,28,1102,35259,12,1,36,0,1
65944692,15000,1000,28,338,327,12,1,60,1,1
65944740,35000,35000,17,880,846,12,1,60,1,2
65944796,30000,30000,20,811,776,12,0,60,1,1
65944896,9650,1000,28,314,308,12,1,36,0,1
65945488,5000,5000,28,157,152,12,1,36,0,1
65945696,20750,20750,28,661,650,0,1,36,0,3
65946940,9150,9150,28,1372,289,12,1,36,1,1
65946948,1600,1600,21,61,59,12,1,36,1,3
65954468,32000,32000,28,1001,1008,12,0,36,1,1
65955476,10000,10000,28,305,315,12,1,36,0,3
65956260,22225,22225,14,1372,746,12,1,36,1,1
65956648,25000,25000,14,860,840,12,1,36,1,3
65965176,14000,14000,28,311,302,12,1,60,0,1
65965504,8000,8000,14,275,262,12,0,36,1,1
65965624,5000,5000,28,166,162,12,1,36,0,3
65966200,18200,18200,22,1372,657,12,1,36,1,1
65966280,21150,21150,14,497,480,12,1,60,1,1
65967064,3000,3000,28,99,95,12,0,36,1,1
65974488,10775,10775,20,291,41913,12,1,60,1,1
65975160,7475,7475,18,273,266,12,1,36,1,1
65975844,20000,20000,28,444,418,12,1,60,0,1
65975952,30000,30000,13,685,641,12,1,60,1,1
65976452,19000,19000,15,662,646,12,1,36,1,1
65977104,35000,35000,18,1372,862,12,1,60,1,1
65984236,13350,13350,28,296,288,11,1,60,0,3
65985056,12000,12000,28,371,0,12,1,36,0,3
65985376,28000,28000,13,639,598,12,1,60,0,0
65985992,18000,18000,28,591,568,12,0,36,1,1
66004588,15600,1000,28,512,502,12,1,36,0,1
66005152,5500,5500,28,173,168,12,1,36,1,1
66005264,3000,3000,28,98,96,12,1,36,1,2
66005624,9700,1000,13,329,315,12,1,36,1,1
66006004,12000,12000,28,394,379,12,1,36,1,1
66006020,12000,1000,28,398,390,12,1,36,0,1
66006224,9500,9500,28,315,41913,11,1,36,1,1
66006656,2800,2800,28,94,90,12,1,36,1,1
66006684,7500,7500,28,251,245,12,1,36,1,1
66014664,15000,15000,14,352,340,12,1,60,0,1
66015192,17600,17600,28,542,529,12,1,36,0,4
66015880,10800,10800,28,332,328,12,1,36,0,3
66016004,3500,3500,28,116,111,12,1,36,1,1
66016284,10000,1000,28,321,310,12,1,36,1,2
66016716,12800,12800,17,324,311,12,1,60,1,0
66016756,8000,8000,28,255,246,12,1,36,0,1
66026348,35000,35000,28,1149,1127,11,1,60,1,1
66035016,22075,22075,17,555,533,12,1,60,1,1
66035328,5000,5000,28,156,152,12,1,36,1,1
66035496,11900,11900,18,305,293,0,1,60,1,1
66035592,15000,15000,13,506,495,11,1,36,1,1
66035880,10000,10000,28,1372,316,12,1,36,1,3
66036248,30000,30000,17,759,729,12,0,60,1,1
66036408,35000,20000,28,625,0,12,1,36,1,1
66036916,32000,32000,17,810,32428,0,1,60,1,2
66044136,10000,10000,19,264,253,12,1,60,0,3
66044408,4000,4000,28,128,126,12,1,36,1,1
66046944,10000,10000,13,228,0,12,1,60,1,2
66054112,5000,5000,28,150,149,0,1,36,1,1
66054568,27500,27500,28,611,629,12,1,60,0,1
66055040,4000,4000,28,122,117,12,0,36,1,1
66055136,10500,10500,28,380,370,12,1,36,0,1
66055248,10000,10000,28,309,301,12,1,36,0,1
66064288,21000,21000,28,669,658,12,1,60,0,1
66064448,6225,6225,28,1372,219,12,1,36,1,1
66064480,18000,18000,28,459,422,12,1,60,0,1
66065000,28000,28000,13,952,973,12,1,36,1,4
66074176,5000,5000,28,1372,154,11,1,36,1,1
66074180,6500,6500,28,207,386,12,1,36,1,2
66074552,28875,28875,17,1037,1009,11,1,36,0,1
66075064,35000,15000,28,457,452,12,1,36,0,1
66075368,8000,1000,13,270,258,12,1,36,1,1
66076120,23875,23875,17,600,577,12,1,60,0,3
66084368,21000,21000,28,641,633,11,1,36,0,1
66084408,35000,35000,17,880,41913,12,1,60,1,1
66085164,35000,12000,28,378,372,12,1,36,1,1
66085748,35000,35000,14,1204,1176,12,1,36,1,1
66094380,8000,8000,16,283,276,12,1,36,1,1
66095084,8000,8000,28,255,250,12,1,36,1,1
66095880,20000,1000,13,680,665,12,1,36,1,1
66096316,1000,1000,13,34,33,12,1,36,1,1
66096500,5000,5000,28,164,157,12,1,36,1,4
66096792,8750,8750,13,295,289,12,0,36,1,1
66097128,24000,1000,13,810,0,12,1,36,1,3
66105488,18000,18000,28,1372,377,11,1,60,1,1
66106720,8000,8000,28,260,255,12,1,36,1,4
66120392,5000,5000,18,182,176,12,1,36,1,1
66121264,20000,20000,13,1372,442,12,1,60,1,1
66121756,35000,32000,28,721,721,12,1,60,1,3
66121776,7500,7500,28,239,231,12,1,36,1,0
66121860,23000,23000,13,531,496,12,1,60,0,3
66121876,3500,3500,28,112,110,0,1,36,1,1
66130200,12000,12000,28,361,357,12,1,36,1,1
66141508,35000,4000,28,128,126,12,1,36,1,1
66142648,18050,18050,28,580,41913,12,1,36,1,2
66150552,10000,10000,28,325,319,12,1,36,1,1
66150592,10000,10000,28,305,301,12,1,36,1,1
66170680,28900,28900,18,1059,998,12,1,60,1,1
66180808,15000,15000,28,451,442,12,1,36,0,1
66190268,15600,15600,28,340,41913,12,1,60,0,1
66190432,14000,14000,28,323,312,12,1,60,1,1
66190452,6025,6025,28,197,194,12,1,36,1,2
66190560,7000,7000,28,210,208,12,1,36,0,1
66200428,16000,16000,28,355,345,12,1,60,0,1
66210320,20000,20000,28,630,620,12,0,36,1,1
66210664,14675,14675,20,396,379,12,1,60,1,1
66220816,35000,24000,19,635,609,12,1,60,1,1
66240212,9350,9350,13,318,0,12,1,36,1,0
66240724,10000,10000,13,230,223,12,1,60,1,1
66250184,25000,25000,28,528,514,12,0,60,0,2
66250212,6000,6000,16,212,207,12,1,36,1,1
66250496,13225,13225,28,275,289,0,1,60,0,2
66250632,10000,10000,18,363,0,12,1,36,1,2
66250832,5750,5750,16,204,199,12,1,36,1,1
66260484,11000,11000,28,344,339,0,1,36,1,3
66260516,18800,18800,19,497,477,12,1,60,1,1
66260768,5000,5000,28,157,152,12,0,36,0,1
66260844,6000,6000,28,183,173,12,1,36,1,3
66270224,3975,1000,28,132,129,12,1,36,1,2
66270384,25000,25000,28,528,514,12,1,60,0,3
66271008,9600,9600,28,318,312,12,1,36,1,1
66280512,6000,6000,28,197,193,12,1,36,1,1
66290984,9000,9000,16,320,333,12,1,36,1,1
66300264,35000,18000,13,411,398,12,1,60,1,1
66300332,20000,20000,28,619,664,12,1,36,0,1
66300352,15000,15000,28,1372,479,12,1,36,1,1
66310788,8500,8500,28,276,266,12,1,36,1,3
66320152,12000,12000,28,1372,365,12,1,36,0,3
66320452,8000,8000,28,265,260,12,1,36,1,1
66330624,5500,5500,28,173,170,12,1,36,0,1
66340392,14400,14400,18,369,354,12,1,60,1,1
66340664,18000,18000,15,627,612,12,0,36,0,1
66350584,11200,11200,28,371,364,12,1,36,0,2
66350896,19000,19000,28,428,415,12,1,60,1,3
66350904,11400,11400,17,286,275,12,1,60,1,1
66360448,25000,25000,28,539,524,12,1,60,0,1
66360808,7200,7200,28,229,225,12,1,36,1,1
66370204,11200,11200,28,360,354,12,1,36,0,2
66370296,28000,28000,17,704,677,12,1,60,1,1
66370728,35000,16000,16,570,555,12,1,36,0,1
66370852,4800,4800,28,156,153,12,1,36,0,3
66370864,19000,19000,28,484,465,12,1,60,1,2
66390544,18750,18750,17,471,453,12,1,60,1,1
66400296,30000,30000,15,1046,1020,12,1,60,1,3
66401064,5500,5500,28,176,173,0,1,36,1,1
66401768,35000,18000,28,542,510,12,1,36,0,1
66402120,20000,20000,28,656,644,12,1,36,1,0
66402624,30000,1000,13,685,641,12,1,60,1,2
66402688,12000,12000,18,307,295,12,1,60,0,1
66402836,35000,27000,28,582,0,12,1,60,0,1
66404164,15525,15525,13,358,335,12,1,60,0,1
66404176,27200,27200,28,838,755,12,1,36,1,2
66404992,10000,10000,28,309,0,12,1,36,1,1
66405084,15700,15700,18,407,390,12,1,60,1,0
66405756,2700,2700,15,94,0,12,1,36,0,2
66410336,13000,13000,28,1372,410,12,1,36,0,1
66410768,35000,35000,28,1372,0,12,1,36,1,1
66411056,12000,12000,28,366,374,12,1,36,0,1
66412100,12000,12000,28,253,247,12,1,60,0,1
66412524,30000,30000,28,655,618,12,1,60,1,0
66412680,35000,35000,18,907,944,12,1,60,1,4
66412948,5000,5000,28,156,152,12,1,36,0,1
66413536,10000,1000,13,228,221,12,1,60,0,1
66414504,13000,13000,28,409,397,12,1,36,1,3
66414888,7000,7000,28,227,6519,12,1,36,0,1
66415344,35000,35000,28,1115,0,12,1,36,1,1
66420332,8500,8500,28,273,268,12,1,36,1,1
66420624,35000,35000,13,1190,0,12,0,36,1,1
66421376,10400,10400,19,275,252,12,1,60,1,1
66421728,25000,1000,20,676,25206,12,1,60,0,1
66422044,7000,7000,28,220,41913,12,1,36,1,1
66422516,28000,28000,28,876,863,12,1,36,1,1
66422640,7000,7000,28,234,229,12,1,36,1,1
66422808,35000,27000,28,813,797,12,1,36,0,3
66423764,24300,24300,28,763,494,12,1,60,1,1
66424808,35000,35000,13,799,0,12,1,60,1,2
66425732,13600,13600,16,334,309,12,1,60,0,2
66425932,12000,12000,28,385,372,12,1,36,1,1
66430416,15000,15000,28,498,41913,12,1,36,1,1
66431340,9525,9525,17,343,324,12,1,36,1,1
66431440,35000,35000,18,898,862,12,1,60,1,0
66431784,1200,1200,28,39,38,12,1,36,1,1
66432376,10000,10000,28,318,313,12,1,36,1,1
66432876,12000,12000,13,1372,258,12,1,60,1,3
66432968,14000,14000,28,446,432,12,1,36,0,2
66433200,23000,23000,28,739,714,12,1,36,1,1
66433648,10000,10000,28,325,319,12,1,36,0,3
66433792,10000,10000,28,318,308,12,1,60,0,1
66434628,21600,21600,13,498,41913,12,1,60,1,2
66435240,12000,12000,28,385,379,0,1,36,1,1
66436008,20000,20000,16,492,473,12,1,60,1,1
66440712,20000,20000,28,643,621,12,1,36,1,3
66440732,16000,16000,15,384,370,12,1,60,0,2
66440852,11000,11000,13,371,355,12,1,36,1,0
66441784,6325,6325,13,215,210,12,1,36,1,2
66441920,30000,30000,13,692,738,12,1,60,1,1
66442152,35000,35000,13,1190,1164,12,1,36,1,3
66442764,35000,2000,13,68,66,12,1,36,1,2
66442916,5000,5000,13,1372,161,12,1,36,1,1
66443332,18000,18000,28,573,0,12,0,36,0,3
66443512,11575,11575,14,398,11644,12,1,36,1,0
66443516,28000,28000,28,867,856,12,1,36,1,1
66445948,35000,21575,21,823,797,12,1,36,1,1
66446044,10000,10000,13,337,330,12,1,36,1,2
66450984,4000,4000,28,125,123,12,1,36,0,3
66451336,16000,16000,28,481,472,12,1,36,0,3
66452488,20000,20000,28,651,639,12,1,36,1,1
66453604,18000,18000,28,557,561,12,1,36,0,0
66454464,25000,25000,16,621,597,12,0,60,1,1
66454732,20000,20000,28,444,431,12,1,60,1,1
66455092,19200,19200,19,508,465,12,1,60,1,3
66455360,30000,30000,15,1051,0,12,1,36,1,1
66455420,12000,12000,28,398,382,12,1,36,1,2
66455836,7975,7975,28,261,0,12,1,36,1,1
66456436,11650,11650,21,321,307,12,1,60,1,2
66460144,7500,7500,28,236,232,12,1,36,0,1
66460304,18000,18000,13,415,0,12,1,60,0,1
66460452,20000,20000,18,518,480,12,1,60,1,1
66461388,6000,6000,28,195,0,12,1,36,0,1
66462220,7500,7500,28,1372,231,12,1,36,1,1
66462472,14400,14400,28,324,314,12,1,60,0,2
66462888,13200,13200,28,442,432,0,1,36,1,1
66463040,17125,17125,28,573,561,12,0,36,1,1
66463320,3000,3000,17,108,0,12,1,36,1,3
66463836,28600,28600,18,741,0,12,1,60,1,1
66464368,5000,5000,28,164,41913,12,1,36,1,1
66464412,18000,18000,15,432,0,12,1,60,1,1
66464816,21000,21000,19,556,532,12,1,60,1,0
66465736,15000,15000,14,1372,340,12,1,60,1,3
66470124,12000,12000,28,262,254,0,1,60,1,1
66471112,33450,33450,28,853,819,12,1,60,1,3
66471740,11250,11250,18,288,265,12,1,60,1,3
66474056,25000,25000,13,577,539,12,1,60,1,1
66480424,35000,25000,17,632,608,12,1,60,1,1
66480480,20000,20000,28,602,596,12,0,36,1,1
66481056,13000,13000,28,423,415,12,1,36,0,1
66481320,19200,19200,13,443,428,12,1,60,1,0
66481512,10000,10000,28,301,298,12,1,36,0,0
66481988,7500,7500,15,261,41913,12,1,36,1,3
66482144,11400,11400,13,385,368,12,1,36,1,3
66482588,35000,35000,28,1125,1106,12,1,36,1,3
66482760,35000,6000,28,183,0,12,1,36,0,1
66482988,8000,8000,13,270,358,12,1,36,1,1
66483164,10000,10000,28,218,212,12,1,60,1,1
66483880,12000,12000,28,382,376,12,1,36,1,1
66485152,3000,3000,13,101,99,12,1,36,1,3
66485824,5000,5000,28,156,156,0,1,36,1,1
66490728,35000,35000,28,892,821,12,1,60,1,1
66491040,35000,7000,28,213,211,12,1,36,1,3
66491476,16000,16000,28,338,329,12,1,60,0,1
66492336,20000,20000,28,643,621,12,1,36,1,1
66492764,16000,16000,28,345,335,12,0,60,1,1
66492816,4800,4800,28,157,151,12,1,36,1,0
66493048,18000,1000,28,400,388,12,1,60,0,2
66493380,18000,18000,28,459,440,12,1,60,1,1
66493564,10000,10000,28,218,206,12,1,60,0,1
66493960,16700,16700,28,517,504,12,1,36,0,0
66495008,27200,27200,28,850,0,12,1,36,0,1
66495912,35000,17800,15,623,0,12,1,36,0,1
66495932,7000,7000,28,1372,217,12,1,36,1,1
66501948,28000,28000,28,591,561,12,1,60,0,3
66502728,2400,2400,28,79,76,12,1,36,1,1
66503376,1400,1400,24,55,51,12,0,36,1,1
66503732,6500,6500,28,204,201,0,1,36,1,1
66504336,16000,16000,28,510,0,12,1,36,0,1
66504572,12000,12000,28,382,370,12,1,36,1,1
66504840,35000,35000,28,1084,1056,12,1,36,1,1
66505528,35000,35000,20,946,0,12,1,60,1,1
66510264,16000,16000,13,544,532,12,1,36,1,2
66510452,25000,25000,16,615,569,12,1,60,1,1
66511456,6000,6000,28,187,182,12,1,36,0,0
66511572,3500,3500,13,118,115,12,1,36,1,3
66511616,10200,10200,28,311,307,12,1,60,0,3
66513192,18000,18000,28,388,377,12,1,60,0,1
66513660,10500,10500,28,323,319,12,1,36,1,1
66514024,20000,20000,28,651,41913,12,1,36,1,4
66514164,4000,4000,13,135,129,12,1,36,1,4
66514544,10000,10000,13,340,0,12,0,36,1,2
66514860,3600,3600,13,122,117,12,1,36,1,1
66515176,12000,12000,28,378,366,12,1,36,1,1
66520424,9800,1000,28,315,0,12,1,36,1,1
66520616,35000,10000,28,318,308,12,1,36,1,3
66520652,18000,18000,13,415,402,12,0,60,1,2
66521796,13000,13000,28,396,392,12,1,36,0,1
66521880,12000,12000,28,382,12100,12,1,36,1,1
66521968,26550,26550,28,572,556,12,1,60,1,2
